filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (Transliterated),Place (Farsi),City (LCSH or Transliterated),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords/Chants/Slogans (English),Keywords/Chants/Slogans (Farsi),Names (Transliterated),Names (Farsi),Title (English),Title (Farsi),Genre,typeOfResource,"Lat, Lon"
diaspora2_151.mp4,۱۳۸۸/۸/۲۶,11/17/09,2009-11-17,,,Tehran (Iran),تهران,Iran,ایران,"At the height of the protests following Iran's controversial presidential election, a young woman named Neda Agha Soltan was shot and killed on the streets of Tehran. Her death -- filmed on a camera phone, then uploaded to the Web -- quickly became an international outrage, and Soltan became the face of a powerful movement that threatened the hard-line government's hold on power. In A Death in Tehran, FRONTLINE revisits the events, shedding new light on Neda's life and death and the movement she helped inspire. In response to the international outcry over Neda's death -- including President Obama's confirmation that he'd seen the ""heartbreaking"" video on YouTube -- the regime set about attempting to rewrite the story, pointing a finger at the CIA and outside agitators, the same forces they blamed for the mass street protests and allegations of vote rigging that led to the greatest upheaval in Iran since the revolution of 1979. FRONTLINE uncovers some video of Neda's killer -- a member of the Basij militia who'd been brought into Tehran by the regime's Revolutionary Guards to stamp out the ""Green Revolution."" A medical doctor in the crowd who had watched Neda die now watched as the crowd considered its own violence against the Basij militia member: ""They started to discuss what to do with him,"" the doctor recalled. ""They grabbed his wallet, took out his ID card and started shouting, 'He is a Basiji member; he is one of them,' and started swearing and cursing him, and he was begging for people not to harm him or kill him. They believed the police wouldn't do anything to him as the Basiji are really powerful and he would have easily have got away, so in all of the chaos they decided to release him."" The Iranian government admits 11 protesters were killed on June 20, but doctors from three Tehran hospitals confirmed at least 34 deaths. Other bodies were buried by security forces without first being identified. In October, the regime tried to script the end of the story for Neda. But instead, Neda's mother made a very public stand. The government offered her financial help if she would blame Neda's death on opponents of the regime. All she had to do was to agree to call Neda a ""martyr"" for the Islamic Republic. But she refused, telling FRONTLINE: ""Neda died for her country not so I could get a monthly income from the Martyr Foundation. If these officials say Neda was a martyr, why do they keep wiping off the word 'martyr' which people write in red on her gravestone?""","در اوج تظاهرات پس از انتخابات بحث برانگیز ریاست جمهوری، زن جوانی به نام ندا آقا سلطان در خیابان های تهران به ضرب گلوله کشته شد. مرگ او - فیلم برداری شده در یک دوربین گوشی، و سپس آپلود شده به وب سایت- خشم بین المللی برانگیخت و او جلوه یک جنبش قدرتمند شد که دولت را تهدید کرد. در پاسخ به این اعتراض بین المللی به مرگ ندا، رژیم اقدام به بازنویسی داستان کرد و CIA و آشوبگران خارج را متهم دانست. پزشکی در میان جمعیت که مرگ ندا را شاهد بود، در مورد واکنش مردم به قاتل ندا صحبت می کند. مردم او را در حالی که فریاد می زده ""نمی خواستم او را بکشم"" گرفته اند و کارت بسیج او را پیدا کردند. مردم  پس از بحث در مورد آزاد کردن یا نکردن او، نهایتا او را رها می کنند.این مستند وقایع را بازبینی می کند. ",Police Brutality  ,خشونت پلیس ,Neda Agha-Soltan / Caspian Makan,ندا آقاسلطان / کاسپین ماکان,Neda an Iranian Martyr ,ندا یک شهید ایرانی,video recordings,moving image,"35.689198, 51.388974"
diaspora2_152.mp4,۱۳۸۸/۸/۲۶,11/17/09,2009-11-17,,,Tehran (Iran),تهران,Iran,ایران,"At the height of the protests following Iran's controversial presidential election, a young woman named Neda Agha Soltan was shot and killed on the streets of Tehran. Her death -- filmed on a camera phone, then uploaded to the Web -- quickly became an international outrage, and Soltan became the face of a powerful movement that threatened the hard-line government's hold on power. In A Death in Tehran, FRONTLINE revisits the events, shedding new light on Neda's life and death and the movement she helped inspire. In response to the international outcry over Neda's death -- including President Obama's confirmation that he'd seen the ""heartbreaking"" video on YouTube -- the regime set about attempting to rewrite the story, pointing a finger at the CIA and outside agitators, the same forces they blamed for the mass street protests and allegations of vote rigging that led to the greatest upheaval in Iran since the revolution of 1979. FRONTLINE uncovers some video of Neda's killer -- a member of the Basij militia who'd been brought into Tehran by the regime's Revolutionary Guards to stamp out the ""Green Revolution."" A medical doctor in the crowd who had watched Neda die now watched as the crowd considered its own violence against the Basij militia member: ""They started to discuss what to do with him,"" the doctor recalled. ""They grabbed his wallet, took out his ID card and started shouting, 'He is a Basiji member; he is one of them,' and started swearing and cursing him, and he was begging for people not to harm him or kill him. They believed the police wouldn't do anything to him as the Basiji are really powerful and he would have easily have got away, so in all of the chaos they decided to release him."" The Iranian government admits 11 protesters were killed on June 20, but doctors from three Tehran hospitals confirmed at least 34 deaths. Other bodies were buried by security forces without first being identified. In October, the regime tried to script the end of the story for Neda. But instead, Neda's mother made a very public stand. The government offered her financial help if she would blame Neda's death on opponents of the regime. All she had to do was to agree to call Neda a ""martyr"" for the Islamic Republic. But she refused, telling FRONTLINE: ""Neda died for her country not so I could get a monthly income from the Martyr Foundation. If these officials say Neda was a martyr, why do they keep wiping off the word 'martyr' which people write in red on her gravestone?""","در اوج تظاهرات پس از انتخابات بحث برانگیز ریاست جمهوری، زن جوانی به نام ندا آقا سلطان در خیابان های تهران به ضرب گلوله کشته شد. مرگ او - فیلم برداری شده در یک دوربین گوشی، و سپس آپلود شده به وب سایت- خشم بین المللی برانگیخت و او جلوه یک جنبش قدرتمند شد که دولت را تهدید کرد. در پاسخ به این اعتراض بین المللی به مرگ ندا، رژیم اقدام به بازنویسی داستان کرد و CIA و آشوبگران خارج را متهم دانست. پزشکی در میان جمعیت که مرگ ندا را شاهد بود، در مورد واکنش مردم به قاتل ندا صحبت می کند. مردم او را در حالی که فریاد می زده ""نمی خواستم او را بکشم"" گرفته اند و کارت بسیج او را پیدا کردند. مردم  پس از بحث در مورد آزاد کردن یا نکردن او، نهایتا او را رها می کنند.این مستند وقایع را بازبینی می کند. ",Police Brutality  ,خشونت پلیس ,Neda Agha-Soltan / Caspian Makan,ندا آقاسلطان / کاسپین ماکان,Neda an Iranian Martyr ,ندا یک شهید ایرانی,video recordings,moving image,"35.689198, 51.388974"
diaspora2_153.mp4,۱۳۸۸/۸/۲۶,11/17/09,2009-11-17,,,Tehran (Iran),تهران,Iran,ایران,"At the height of the protests following Iran's controversial presidential election, a young woman named Neda Agha Soltan was shot and killed on the streets of Tehran. Her death -- filmed on a camera phone, then uploaded to the Web -- quickly became an international outrage, and Soltan became the face of a powerful movement that threatened the hard-line government's hold on power. In A Death in Tehran, FRONTLINE revisits the events, shedding new light on Neda's life and death and the movement she helped inspire. In response to the international outcry over Neda's death -- including President Obama's confirmation that he'd seen the ""heartbreaking"" video on YouTube -- the regime set about attempting to rewrite the story, pointing a finger at the CIA and outside agitators, the same forces they blamed for the mass street protests and allegations of vote rigging that led to the greatest upheaval in Iran since the revolution of 1979. FRONTLINE uncovers some video of Neda's killer -- a member of the Basij militia who'd been brought into Tehran by the regime's Revolutionary Guards to stamp out the ""Green Revolution."" A medical doctor in the crowd who had watched Neda die now watched as the crowd considered its own violence against the Basij militia member: ""They started to discuss what to do with him,"" the doctor recalled. ""They grabbed his wallet, took out his ID card and started shouting, 'He is a Basiji member; he is one of them,' and started swearing and cursing him, and he was begging for people not to harm him or kill him. They believed the police wouldn't do anything to him as the Basiji are really powerful and he would have easily have got away, so in all of the chaos they decided to release him."" The Iranian government admits 11 protesters were killed on June 20, but doctors from three Tehran hospitals confirmed at least 34 deaths. Other bodies were buried by security forces without first being identified. In October, the regime tried to script the end of the story for Neda. But instead, Neda's mother made a very public stand. The government offered her financial help if she would blame Neda's death on opponents of the regime. All she had to do was to agree to call Neda a ""martyr"" for the Islamic Republic. But she refused, telling FRONTLINE: ""Neda died for her country not so I could get a monthly income from the Martyr Foundation. If these officials say Neda was a martyr, why do they keep wiping off the word 'martyr' which people write in red on her gravestone?""","در اوج تظاهرات پس از انتخابات بحث برانگیز ریاست جمهوری، زن جوانی به نام ندا آقا سلطان در خیابان های تهران به ضرب گلوله کشته شد. مرگ او - فیلم برداری شده در یک دوربین گوشی، و سپس آپلود شده به وب سایت- خشم بین المللی برانگیخت و او جلوه یک جنبش قدرتمند شد که دولت را تهدید کرد. در پاسخ به این اعتراض بین المللی به مرگ ندا، رژیم اقدام به بازنویسی داستان کرد و CIA و آشوبگران خارج را متهم دانست. پزشکی در میان جمعیت که مرگ ندا را شاهد بود، در مورد واکنش مردم به قاتل ندا صحبت می کند. مردم او را در حالی که فریاد می زده ""نمی خواستم او را بکشم"" گرفته اند و کارت بسیج او را پیدا کردند. مردم  پس از بحث در مورد آزاد کردن یا نکردن او، نهایتا او را رها می کنند.این مستند وقایع را بازبینی می کند. ",Police Brutality  ,خشونت پلیس ,Neda Agha-Soltan / Caspian Makan,ندا آقاسلطان / کاسپین ماکان,Neda an Iranian Martyr ,ندا یک شهید ایرانی,video recordings,moving image,"35.689198, 51.388974"
diaspora2_154.mp4,۱۳۸۸/۸/۲۶,11/17/09,2009-11-17,,,Tehran (Iran),تهران,Iran,ایران,"At the height of the protests following Iran's controversial presidential election, a young woman named Neda Agha Soltan was shot and killed on the streets of Tehran. Her death -- filmed on a camera phone, then uploaded to the Web -- quickly became an international outrage, and Soltan became the face of a powerful movement that threatened the hard-line government's hold on power. In A Death in Tehran, FRONTLINE revisits the events, shedding new light on Neda's life and death and the movement she helped inspire. In response to the international outcry over Neda's death -- including President Obama's confirmation that he'd seen the ""heartbreaking"" video on YouTube -- the regime set about attempting to rewrite the story, pointing a finger at the CIA and outside agitators, the same forces they blamed for the mass street protests and allegations of vote rigging that led to the greatest upheaval in Iran since the revolution of 1979. FRONTLINE uncovers some video of Neda's killer -- a member of the Basij militia who'd been brought into Tehran by the regime's Revolutionary Guards to stamp out the ""Green Revolution."" A medical doctor in the crowd who had watched Neda die now watched as the crowd considered its own violence against the Basij militia member: ""They started to discuss what to do with him,"" the doctor recalled. ""They grabbed his wallet, took out his ID card and started shouting, 'He is a Basiji member; he is one of them,' and started swearing and cursing him, and he was begging for people not to harm him or kill him. They believed the police wouldn't do anything to him as the Basiji are really powerful and he would have easily have got away, so in all of the chaos they decided to release him."" The Iranian government admits 11 protesters were killed on June 20, but doctors from three Tehran hospitals confirmed at least 34 deaths. Other bodies were buried by security forces without first being identified. In October, the regime tried to script the end of the story for Neda. But instead, Neda's mother made a very public stand. The government offered her financial help if she would blame Neda's death on opponents of the regime. All she had to do was to agree to call Neda a ""martyr"" for the Islamic Republic. But she refused, telling FRONTLINE: ""Neda died for her country not so I could get a monthly income from the Martyr Foundation. If these officials say Neda was a martyr, why do they keep wiping off the word 'martyr' which people write in red on her gravestone?""","در اوج تظاهرات پس از انتخابات بحث برانگیز ریاست جمهوری، زن جوانی به نام ندا آقا سلطان در خیابان های تهران به ضرب گلوله کشته شد. مرگ او - فیلم برداری شده در یک دوربین گوشی، و سپس آپلود شده به وب سایت- خشم بین المللی برانگیخت و او جلوه یک جنبش قدرتمند شد که دولت را تهدید کرد. در پاسخ به این اعتراض بین المللی به مرگ ندا، رژیم اقدام به بازنویسی داستان کرد و CIA و آشوبگران خارج را متهم دانست. پزشکی در میان جمعیت که مرگ ندا را شاهد بود، در مورد واکنش مردم به قاتل ندا صحبت می کند. مردم او را در حالی که فریاد می زده ""نمی خواستم او را بکشم"" گرفته اند و کارت بسیج او را پیدا کردند. مردم  پس از بحث در مورد آزاد کردن یا نکردن او، نهایتا او را رها می کنند.این مستند وقایع را بازبینی می کند. ",Police Brutality  ,خشونت پلیس ,Neda Agha-Soltan / Caspian Makan,ندا آقاسلطان / کاسپین ماکان,Neda an Iranian Martyr ,ندا یک شهید ایرانی,video recordings,moving image,"35.689198, 51.388974"
diaspora2_155.mp4,,,,Imam Khomeyni's Mosalla Mosque,مصلی تهران ,Tehran (Iran),تهران,Iran,ایران,"In a live report on national television, a person holds a ""V"" sign in front of the camera to show support for opposition movement of the 2009 disputed elections.","در گزارشی زنده از نمایشگاه کتاب،یک علامت ""V"" با دست نشان داده می شود.",Tehran International Book Fair,نمایشگاه بین,,,Green Movement in Tehran Mosalla ,جنبش سبز در مصلی تهران,video recordings,moving image,35.73564 51.42610
diaspora2_156.mp4,,,,,,,,Iran,ایران,"In an effort to spread the word about the green movement, flyres have been made to spread along people.",در تلاشی برای آگاه سازی و پخش اخبار، اعلامیه ای در مورد جنبش سبز چاپ شده است تا در میان مردم پخش شود.,Green movement ,جنبش سبز ,,,Green movement flyers,بیانیه های جنبش سبز,video recordings,moving image,
diaspora2_157.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران,"Bahareh Hedayat, a member of Student Union to Foster Unity, sends out a message to members of the European Students’ Union. During this video, she discusses the violations of rights against Iranian students and even university professors. ",بهاره هدایت، عضو اتحادیه دانشجویان شورای تحکیم وحدت، پیامی را برای اعضای اتحادیه دانشجویان اروپا میفرستد. در این ویدیو، ایشان نقض حقوق دانشجویان ایرانی,Office for Strengthening Unity / European Students’ Union / Student Rights , شورای تحکیم وحدت / اتحادیه دانشجویان اروپا / حقوق دانشجویان,Bahareh Hedayat, بهاره هدایت ,Message for the European Students' Union,پیامی برای اعضای اتحادیه دانشجویان اروپا ,video recordings,moving image,"35.689198, 51.388974"
diaspora2_158.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران,"On the anniversary of the 1979 U.S. embassy takeover, Mehdi Karroubi joined the Green Movement protesters on the streets. In this video he discusses the extreme violence used by the security forces against the protesters and even Karroubi’s personal bodyguards. ",در سالگرد تسخیر سفارت آمریکا، مهدی کروبی به جمع تظاهر کنندگان جنبش سبز پیوست. در این ویدیو ایشان خشونت به کار گرفته شده علیه تظاهرکنندگان و حتی محافظین شخصی,U.S. Embassy ,   سفارت آمریکا,Mehdi Karroubi,مهدی کروبی ,Message from Mehdi Karroubi,پیامی از مهدی کروبی,video recordings,moving image,"35.689198, 51.388974"
diaspora2_159.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران," People around the world showed their support for Iranian students and scholars during the Green Movement. Since the Islamic Revolution, Iranian students have been one of the leading defenders of basic freedoms and rights. ",مردم از سراسر دنیا حمایت خود را از دانشجویان ایرانی,Green Movement , جنبش سبز,,,Message from People Around the World ,پیام مردم از سراسر دنیا ,video recordings,moving image,"35.689198, 51.388974"
diaspora2_160.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران,This video shows a banner of Mir Hossein Mousavi on Niayesh Highway calling for a protest on Quds Day.  ,این ویدیو پلاکاردی از میر حسین موسوی در بزرگراه نیایش نشان میدهد که در آن مردم را به پیوستن به تظاهرات جنبش سبز در روز قدس دعوت کرده است. , Niayesh Highway / Quds Day,  بزرگراه نیایش /  روز قدس,Mir-Hossein Mousavi,میر حسین موسوی ,Mir Hossein Mousavi’s banner on Niayesh Highway ,پلاکاردی از میر حسین موسوی در بزرگراه نیایش,video recordings,moving image,"35.689198, 51.388974"
diaspora2_161.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران,This video shows a banner of Mir Hossein Mousavi on Niayesh Highway calling for a protest on Quds Day.  ,این ویدیو پلاکاردی از میر حسین موسوی در بزرگراه نیایش نشان میدهد که در آن مردم را به پیوستن به تظاهرات جنبش سبز در روز قدس دعوت کرده است. , Niayesh Highway / Quds Day,  بزرگراه نیایش /  روز قدس,Mir-Hossein Mousavi,میر حسین موسوی ,Mir Hossein Mousavi’s banner on Niayesh Highway ,پلاکاردی از میر حسین موسوی در بزرگراه نیایش,video recordings,moving image,"35.689198, 51.388974"
diaspora2_162.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران,This video shows a banner of Mir Hossein Mousavi on Niayesh Highway calling for a protest on Quds Day.  ,این ویدیو پلاکاردی از میر حسین موسوی در بزرگراه نیایش نشان میدهد که در آن مردم را به پیوستن به تظاهرات جنبش سبز در روز قدس دعوت کرده است. , Niayesh Highway / Quds Day,  بزرگراه نیایش /  روز قدس,Mir-Hossein Mousavi,میر حسین موسوی ,Mir Hossein Mousavi’s banner on Niayesh Highway ,پلاکاردی از میر حسین موسوی در بزرگراه نیایش,video recordings,moving image,"35.689198, 51.388974"
diaspora2_163.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران,"Parvin Fahimi, the mother of Sohrab Aarabi, wants to know where her son was killed. Sohrab Aarabi was a 19-year-old protester that was killed in the post-election protests in Tehran. ",پروین فهیمی، مادر سهراب اعرابی، درخواست دارد تا بداند فرزندش در خیابون کشته شده یا در زندان. سهراب اعرابی جوان ۱۹ ساله,Police Brutality  ,خشونت پلیس ,Parvin Fahimi / Sohrab Aarabi ,  پروین فهیمی / سهراب اعرابی ,Questions of Sohrab Aarbabi’s Mother,سوالات مادر سهراب اربابی,video recordings,moving image,"35.689198, 51.388974"
diaspora2_164.mp4,۱۳۸۹/۰۸/۲۹,11/20/09,2009-11-20,,,Tehran (Iran),تهران,Iran,ایران,"Parvin Fahimi, Mother of Sohrab Aarabi, speaks about the few days she was searching for her son before she found out her son had been killed. Sohrab Aarabi was a 19-year-old protester that was killed in the post-election protests in Tehran.",پروین فهیمی، مادر سهراب اربابی، پیرامون روزهایی که در جستجوی فرزندش بود پیش از آنکه از مرگش با خبر بشود سخن می,Police Brutality  ,خشونت پلیس ,Parvin Fahimi / Sohrab Aarabi ,  پروین فهیمی / سهراب اعرابی ,Parvin Fahimi Speaks about her Search for Sohrab Aarbabi ,پروین فهیمی در مورد جستجویش برای سهراب سخن می,video recordings,moving image,"35.689198, 51.388974"
diaspora2_165.mp4,۱۳۸۹/۰۸/۲۹,11/20/09,2009-11-20,,,Tehran (Iran),تهران,Iran,ایران,"Parvin Fahimi, Mother of Sohrab Aarabi, speaks about the day that she finally, after a long search for her son, found out he had been killed. Sohrab Aarabi was a 19-year-old protester that was killed in the post-election protests in Tehran.",پروین فهیمی، مادر سهراب اربابی، پیرامون روزی که پس از روزها جستجوی برای فرزندش متوجه شد که سهراب کشته شده سخن می,Police Brutality  ,خشونت پلیس ,Parvin Fahimi / Sohrab Aarabi ,  پروین فهیمی / سهراب اعرابی ,Parvin Fahimi Speaks about her son's death,پروین فهیمی در مورد جستجویش برای سهراب سخن می,video recordings,moving image,"35.689198, 51.388974"
diaspora2_166.mp4,۱۳۸۹/۰۸/۲۹,11/20/09,2009-11-20,,,Tehran (Iran),تهران,Iran,ایران,"Parvin Fahimi, Mother of Sohrab Aarabi, speaks about the death of her son. Sohrab Aarabi was a 19-year-old protester that was killed in the post-election protests in Tehran.",پروین فهیمی، مادر سهراب اربابی، پیرامون مرگ فرزندش سخن می,Police Brutality  ,خشونت پلیس ,Parvin Fahimi / Sohrab Aarabi ,  پروین فهیمی / سهراب اعرابی ,Parvin Fahimi Speaks about her Search for Sohrab Aarbabi ,سخنان پروین فهیمی پیرامون مرگ فرزندش,video recordings,moving image,"35.689198, 51.388974"
diaspora2_167.mp4,,,,Imam Khomeyni's Mosalla Mosque,مصلی تهران ,Tehran (Iran),تهران,Iran,ایران,Green Movement protesters visited Kayhan’s booth at the Tehran International Book Fair. Kayhan is an influential newspaper that supports the Iranian government and the policies of President Mahmoud Ahmadinejad. ,تظاهر کنندگان جنبش سبز به غرفه کیهان در نمایشگاه بین,Kayhan / Tehran International Book Fair, کیهان / نمایشگاه بین,Mahmoud Ahmadinejad, محمود احمدی,Green Movement Protesters Visited Kayhan’s Booth,تظاهر کنندگان جنبش سبز به غرفه کیهان سر زدند,video recordings,moving image,"35.689198, 51.388974"
diaspora2_168.mp4,,,,University of Tehran ,دانشگاه تهران,Tehran (Iran),تهران,Iran,ایران,"During the visit of Saffar Harandi to University of Tehran, students chanted slogans such as: “Oh my martyred brother, I will take your blood back” and “Ya Hossein, Mir Hossein.”",در طول ملاقات صفارهرندی از دانشگاه تهران، دانشجویان شعارهای مانند “برادر شهیدم، خونتو پس میگیرم” و “یا حسین، میر حسین” سر دادند.," Oh my martyred brother, I will take your blood back / Ya Hossein, Mir Hossein",برادر شهیدم، خونتو پس میگیرم / یا حسین میر حسین,Mohammad-Hossein Saffar-Harandi,محمد حسین صفار هرندی,Visit of Saffar Harandi to University of Tehran,ملاقات صفارهرندی از دانشگاه تهران,video recordings,moving image,"35.689198, 51.388974"
diaspora2_169.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران,While protesters were chanting “down with the dictator” a tear gas is thrown by the security forces into the crowd.,در حالیکه تظاهر کنندگان شعر “مرگ بر دیکتاتور” سر می,Down with the Dictator / Tear Gas / University of Tehran / Police Brutality,مرگ بر دیکتاتور /  گاز اشک,,,Street Protest in Tehran,تظاهرات خیابانی در تهران ,video recordings,moving image,"35.689198, 51.388974"
diaspora2_170.mp4,,,,University of Tehran Dormitory,خوابگاه دانشگاه تهران,Tehran (Iran),تهران,Iran,ایران,The dormitories of the University of Tehran were raided by security forces. In this video we see the damages caused by the security forces to the student’s dorm rooms. ,خوابگاه دانشجویان دانشگاه تهران مورد حملهٔ نیروهای امنیتی قرار گرفت. در این ویدیو خسارت وارد توسط این نیروها به خوابگاه دانشجویان را مشاهده می,University of Tehran / Police Brutality,دانشگاه تهران / خشونت پلیس ,,,Attack on the University of Tehran,حمله به دانشگاه تهران,video recordings,moving image,"35.69439, 51.42154"
diaspora2_171.mp4,,,,University of Tehran Dormitory,خوابگاه دانشگاه تهران,Tehran (Iran),تهران,Iran,ایران,The dormitories of the University of Tehran were raided by security forces. In this video we see the damages caused by the security forces to the student’s dorm rooms. ,خوابگاه دانشجویان دانشگاه تهران مورد حملهٔ نیروهای امنیتی قرار گرفت. در این ویدیو خسارت وارد توسط این نیروها به خوابگاه دانشجویان را مشاهده می,University of Tehran / Police Brutality,دانشگاه تهران / خشونت پلیس ,,,Attack on the University of Tehran,حمله به دانشگاه تهران,video recordings,moving image,"35.69439, 51.42154"
diaspora2_172.mp4,,,,University of Tehran Dormitory,خوابگاه دانشگاه تهران,Tehran (Iran),تهران,Iran,ایران,The dormitories of the University of Tehran were raided by security forces. In this video we see the damages caused by the security forces to the student’s dorm rooms. ,خوابگاه دانشجویان دانشگاه تهران مورد حملهٔ نیروهای امنیتی قرار گرفت. در این ویدیو خسارت وارد توسط این نیروها به خوابگاه دانشجویان را مشاهده می,University of Tehran / Police Brutality,دانشگاه تهران / خشونت پلیس ,,,Attack on the University of Tehran,حمله به دانشگاه تهران,video recordings,moving image,"35.69439, 51.42154"
diaspora2_173.mp4,,,,,,,,Iran,ایران,"In this video, we see a street performer playing the Setar and singing the “Yar-e-dabestani e-man” carol with his daughter. ",در این ویدیو یک نوازنده خیابانی را مشاهده می,My Grade School Friend,یارِ دبستانی من,,,Street Performer Singing the “Yar-e-dabestani e-man” Carol,اجرای آهنگ یار دبستانی من ,video recordings,moving image,
diaspora2_174.mp4,,,,,,London (UK),لندن,United Kingdom,انگلستان,BBC interview with one of the witnesses to the killing of Neda Agha Soltan. ,مصاحبه شبکه بی,Police Brutality  ,خشونت پلیس ,Neda Agha-Soltan,ندا آقا سلطان,BBC interview,مصاحبه شبکه بی,video recordings,moving image,"51.50735, -0.127758"
diaspora2_175.mp4,,,,,,London (UK),لندن,United Kingdom,انگلستان,"Interview of VOA with Dr. Arash Hejazi, one of the witnesses to the killing of Neda Agha Soltan. ",مصاحبه شبکه صدای آمریکا  با دکتر آرش حجازی، یکی,Police Brutality  ,خشونت پلیس ,Arash Hejazi / Neda Agha-Soltan, آرش حجازی / ندا آقا سلطان,Interview with Dr. Arash Hejazi,مصاحبه با دکتر آرش حجازی,video recordings,moving image,"51.50735, -0.127758"
diaspora2_176.mp4,,,,,,,,Iran,ایران,"In this video, we see the protesters chanting “down with the dictator” and “Allahu Akbar.”",در این ویدیو تظاهر کنندگان شعار “مرگ بر دیکتاتور” و “الله اکبر” سر میدهند.,Down with the Dictator / Allahu Akbar,مرگ بر دیکتاتور/ الله اکبر,,,Street Protest in Tehran,تظاهرات خیابانی در تهران ,video recordings,moving image,
diaspora2_177.mp4,۱۳۸۸/۰۳/۳۰,6/20/09,2009-06-20,,,Tehran (Iran),تهران,Iran,ایران,"At the height of the protests following Iran's controversial presidential election, a young woman named Neda Agha Soltan was shot and killed on the streets of Tehran.",در اوج تظاهرات پس از انتخابات بحث برانگیز ریاست جمهوری، زن جوانی به نام ندا آقا سلطان در خیابان های تهران به ضرب گلوله کشته شد.,Police Brutality  ,خشونت پلیس ,Neda Agha-Soltan,ندا آقا سلطان,Death of Neda Agha Soltan ,مرگ ندا آقا سلطان ,video recordings,moving image,"35.69439, 51.42154"
diaspora2_178.mp4,۱۳۸۸/۰۳/۳۱,6/21/09,2009-06-21,,,Tehran (Iran),تهران,Iran,ایران,"At the height of the protests following Iran's controversial presidential election, a young woman named Neda Agha Soltan was shot and killed on the streets of Tehran.",در اوج تظاهرات پس از انتخابات بحث برانگیز ریاست جمهوری، زن جوانی به نام ندا آقا سلطان در خیابان های تهران به ضرب گلوله کشته شد.,Police Brutality  ,خشونت پلیس ,Neda Agha-Soltan,ندا آقا سلطان,Death of Neda Agha Soltan ,مرگ ندا آقا سلطان ,video recordings,moving image,"35.69439, 51.42154"
diaspora2_179.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران,A political poem by Hila Sedighi in tribute to the Iranian students who were persecuted or killed after Iran's controversial presidential election.,یک شعر سیاسی توسط هیلا صدیقی که برای دانشجویان دستگیر شده و دانشجویان کشته شدهٔ بعد از انتخابات جنجالی ایران نوشته شده است.,Prisoner of Conscience / Police Brutality ,زندانی عقیدتی,Hila Sedighi ,هیلا صدیقی,A Political Poem by Hila Sedighi,شعر سیاسی توسط هیلا صدیقی,video recordings,moving image,"35.69439, 51.42154"
diaspora2_180.mp4,,,,Islamic Azad University South Tehran Branch,دانشگاه آزاد اسلامی واحد تهران جنوب,Tehran (Iran),تهران,Iran,ایران,Political wall graffiti of “13 Aban” at a Islamic Azad University South-Tehran. ,شعار نویسی “۱۳ آبان” بروی دیوار دانشگاه آزاد واحد تهران جنوب.,Graffiti / Novermber 4,شعار نویسی / ۱۳ آبان,,,Wall Graffiti of “13 Aban”,شعار نویسی “۱۳ آبان”,video recordings,moving image,"35.69439, 51.42154"
diaspora2_181.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران,"This video shows political graffiti in Tehran, which consists of slogans against the Supreme Leader Khamenei and the government. ",این ویدیو برخی,Down with the Dictator / Death to Khamenei / Khamenei is a murderer; his leadership is illegitimate,مرگ بر دیکتاتور / مرگ بر خامنه,Ali Khamenei,علی,Political Graffiti in Tehran,شعار نویسی روی دیوارهای تهران,video recordings,moving image,"35.69439, 51.42154"
diaspora2_182.mp4,,,,,,,,Qatar, قطر ,Political graffiti by Iranian students in Qatar in support of the Green Movement. ,شعارنویسی سیاسی توسط دانش آموزانِ ایرانی,Graffiti / Down with the Dictator,شعارنویسی / مرگ بر دیکتاتور,,,Political Graffiti in Qatar,شعارنویسی در قطر,video recordings,moving image,"25.354826, 51.18388"
diaspora2_183.mp4,,,,,,,,Iran,ایران,"An interview with Fatemeh Adinehvand regarding her husband, Abdollah Momeni.",مصاحبه با فاطمه آدینه,Prisoner of Conscience ,زندانی عقیدتی,Abdollah Momeni / Fatemeh Adinehvand,عبدالله مومنی / فاطمه آدینه,Interview with Fatemeh Aynchvand,مصاحبه با فاطمه اینچوند,video recordings,moving image,
diaspora2_184.mp4,,,,,,Tehran (Iran),تهران,Iran,ایران,The wife of Dr. Abdollah Ramezanzadeh spoke about the arrest of her husband during a City Council meeting in Tehran. ,همسر دکتر عبدالله رمضان زاده پیرامون دستگیری همسرش در یکی,City Council / Prisoner of Conscience , شورای شهر / زندانی عقیدتی,Abdollah Ramezanzadeh,عبدالله رمضان زاده ,Abdollah Ramezanzadeh's wife at the City Council ,همسر دکتر عبدالله رمضان زاده در شورای شهر,video recordings,moving image,"35.69439, 51.42154"
